温度，oC,频率，Hz,磁芯损耗，w/m3,max_value,励磁波形
90,501180,150597.9337,0.039030085,正弦波
90,63020,589.8,0.02429,正弦波
90,50030,1364.1,0.03909,正弦波
50,251170,5962.21,0.01947,正弦波
90,316230,4242.17,0.0124,正弦波
90,316230,18064.28,0.02452,正弦波
25,316230,6440.23,0.01548,正弦波
25,99950,4575.14,0.02489,正弦波
25,99950,8433.0,0.03123,正弦波
70,199500,30686.35,0.04942,正弦波
70,158500,228031.96,0.12265,正弦波
25,398100,107991.02,0.03882,正弦波
50,501180,11213.42,0.01235,正弦波
90,501180,153370.65,0.0391,正弦波
90,316230,30134.39,0.03105,正弦波
50,501180,18591.85,0.01547,正弦波
25,199500,10574.22,0.02465,正弦波
70,50020,1124.9,0.03096,正弦波
90,63020,107211.86,0.155,正弦波
50,99950,16040.52,0.04939,正弦波
25,251170,2014.35,0.01146,正弦波
70,158500,19013.9,0.04897,正弦波
50,158500,29245.92,0.0492,正弦波
25,501180,173343.5,0.03892,正弦波
90,398100,7634.57,0.01239,正弦波
50,199500,138016.86,0.07713,正弦波
90,398100,151105.98,0.04912,正弦波
50,50020,110564.15,0.15749,正弦波
50,125860,12045.4,0.03915,正弦波
25,501180,95425.1,0.03075,正弦波
50,50030,3847.11,0.04012,正弦波
70,251170,52455.98,0.04924,正弦波
70,99950,662714.15,0.2409,正弦波
70,63020,346635.83,0.23847,正弦波
70,99950,109803.96,0.1242,正弦波
70,199500,3042.6,0.01963,正弦波
25,79460,103881.99,0.09917,正弦波
25,99950,15398.34,0.03973,正弦波
25,50020,101520.74,0.12712,正弦波
50,199500,12782.2,0.03086,正弦波
25,79470,21598.9,0.05063,正弦波
25,50020,3484.68,0.03202,正弦波
90,99950,3724.85,0.039,正弦波
90,79460,8920.76,0.06188,正弦波
90,125860,37533.85,0.07778,正弦波
25,63020,5234.05,0.03203,正弦波
70,199500,860.95,0.01178,正弦波
90,158500,222583.08,0.12289,正弦波
50,63020,148956.65,0.1563,正弦波
50,398100,9854.64,0.01549,正弦波
90,50020,4724.62,0.0619,正弦波
25,398100,358714.84,0.06195,正弦波
25,63020,28910.91,0.0645,正弦波
90,50020,151573.62,0.19535,正弦波
70,251170,304902.62,0.09801,正弦波
70,158500,10370.3,0.03883,正弦波
70,99950,9015.97,0.04904,正弦波
70,79460,491341.03,0.24136,正弦波
70,398100,149398.61,0.0491,正弦波
90,99950,12298.52,0.06108,正弦波
50,251170,1722.57,0.01186,正弦波
90,99950,1992.95,0.0307,正弦波
50,99950,28045.2,0.06217,正弦波
70,63020,5198.43,0.04929,正弦波
90,398100,32642.81,0.02478,正弦波
50,125850,1368.74,0.01716,正弦波
70,316230,273279.81,0.07721,正弦波
70,79460,813562.47,0.29154,正弦波
25,158500,1462.21,0.01347,正弦波
25,125860,304346.42,0.1234,正弦波
90,199500,3287.8,0.01961,正弦波
90,125860,5423.39,0.03871,正弦波
50,199500,3961.43,0.01966,正弦波
25,125860,11108.17,0.03132,正弦波
25,50020,62308.09,0.10172,正弦波
50,79470,3875.1,0.03118,正弦波
25,251170,4409.77,0.01559,正弦波
50,50020,190648.17,0.19521,正弦波
70,316230,86471.48,0.04869,正弦波
70,125860,527870.56,0.19336,正弦波
50,316230,3255.58,0.01241,正弦波
50,125860,206897.11,0.12177,正弦波
70,50020,78931.11,0.15612,正弦波
90,158500,817.79,0.01426,正弦波
25,158500,151066.13,0.0793,正弦波
50,79460,115780.63,0.1245,正弦波
70,79460,21996.08,0.07776,正弦波
50,398100,17064.92,0.01946,正弦波
70,199500,348034.41,0.12282,正弦波
70,50020,645.8,0.02489,正弦波
50,99950,473753.7,0.19784,正弦波
50,158500,523551.38,0.15441,正弦波
90,99950,1129.55,0.02448,正弦波
70,501180,33546.22,0.01967,正弦波
25,50020,6899.22,0.04154,正弦波
70,158510,423578.04,0.15331,正弦波
50,99950,1476.15,0.01979,正弦波
25,99950,367493.3,0.15353,正弦波
25,158500,46900.58,0.04943,正弦波
70,63020,840.85,0.02447,正弦波
70,79470,149241.26,0.15724,正弦波
90,316230,10892.76,0.01941,正弦波
50,251170,35923.22,0.03924,正弦波
90,99950,193035.73,0.15185,正弦波
50,99950,784354.37,0.2418,正弦波
90,251170,2289.86,0.01238,正弦波
50,316230,325245.35,0.07731,正弦波
50,99950,9168.95,0.03946,正弦波
25,398100,197062.13,0.04898,正弦波
25,79470,1946.98,0.01994,正弦波
25,99950,232432.01,0.12658,正弦波
90,79460,503425.69,0.2413,正弦波
70,501180,12088.52,0.01214,正弦波
70,158500,35255.93,0.06208,正弦波
70,63020,1618.3,0.03135,正弦波
70,398100,18600.94,0.0196,正弦波
70,125860,2114.15,0.02456,正弦波
50,99950,261886.44,0.1549,正弦波
25,125860,3117.87,0.01965,正弦波
25,63020,131741.28,0.12691,正弦波
25,99950,80858.53,0.07852,正弦波
70,99950,30284.72,0.07735,正弦波
25,158500,246661.62,0.09829,正弦波
50,79460,335335.55,0.1926,正弦波
90,251170,165458.52,0.0779,正弦波
50,63020,3001.34,0.0316,正弦波
90,63020,25581.08,0.09695,正弦波
50,79460,2096.78,0.025,正弦波
70,99950,15991.04,0.06152,正弦波
25,316230,21395.42,0.02457,正弦波
25,501180,308100.86,0.04879,正弦波
25,199500,19567.08,0.03102,正弦波
50,63020,49942.08,0.09994,正弦波
90,125850,9601.75,0.04856,正弦波
90,50020,75080.87,0.15337,正弦波
25,158500,2228.33,0.01552,正弦波
25,199510,201548.74,0.07767,正弦波
50,251170,375734.6,0.09795,正弦波
25,125850,186275.7,0.09919,正弦波
90,99950,49565.98,0.09793,正弦波
70,125860,22906.67,0.06165,正弦波
25,251170,162124.63,0.06157,正弦波
25,158510,7959.15,0.02486,正弦波
70,125850,84510.02,0.0981,正弦波
70,63020,2926.02,0.0392,正弦波
70,199500,9161.12,0.03078,正弦波
90,398100,12128.3,0.01549,正弦波
70,63020,57604.44,0.1228,正弦波
70,251170,1874.3,0.01238,正弦波
70,50020,3784.87,0.04961,正弦波
70,50020,6707.72,0.06194,正弦波
70,79460,2063.44,0.03089,正弦波
90,158500,1030.33,0.01545,正弦波
50,199500,42785.49,0.04938,正弦波
25,63020,9474.04,0.04043,正弦波
25,50020,2388.93,0.02747,正弦波
90,63020,1067.41,0.03115,正弦波
90,251170,3724.0,0.01555,正弦波
50,99950,89723.15,0.09968,正弦波
90,79460,1447.81,0.03076,正弦波
25,50020,2348.679049,0.027471756,正弦波
25,50020,3427.045851,0.032019238,正弦波
25,50020,6772.981613,0.041423011,正弦波
25,50020,21492.76309,0.064633354,正弦波
25,50020,61176.08746,0.100901297,正弦波
25,50020,99679.89972,0.127124057,正弦波
25,50020,161658.0093,0.156891859,正弦波
25,63020,5137.739583,0.032026025,正弦波
25,63020,28373.71069,0.063884634,正弦波
25,63020,48104.4261,0.080796022,正弦波
25,63020,214383.5098,0.157293626,正弦波
25,63020,348278.3422,0.199889558,正弦波
25,79470,1912.577903,0.019878529,正弦波
25,79470,3544.608535,0.025242791,正弦波
25,79460,6601.083339,0.031542438,正弦波
25,79460,11465.36178,0.039700074,正弦波
25,79470,21196.39962,0.050634777,正弦波
25,79470,60921.92187,0.078925504,正弦波
25,79460,101976.0525,0.100203341,正弦波
25,79460,172994.4477,0.125795054,正弦波
25,79470,285472.0473,0.159986807,正弦波
25,79460,459773.4411,0.195287457,正弦波
25,79460,743448.6207,0.247204753,正弦波
25,99950,2319.332205,0.019813216,正弦波
25,99950,4492.608002,0.024820457,正弦波
25,99950,8284.886668,0.031347608,正弦波
25,99950,26520.99274,0.049895007,正弦波
25,99950,46050.10416,0.062427967,正弦波
25,99950,79346.66365,0.079165063,正弦波
25,99950,137089.034,0.099794662,正弦波
25,99950,228177.1425,0.126577644,正弦波
25,99950,360819.8648,0.153529934,正弦波
25,99950,619314.8035,0.198788175,正弦波
25,99950,982995.8836,0.2390959,正弦波
25,125860,1683.558211,0.016008521,正弦波
25,125860,3062.808309,0.019650197,正弦波
25,125860,5734.331894,0.024663022,正弦波
25,125860,10913.69638,0.031320076,正弦波
25,125860,19360.98548,0.039348813,正弦波
25,125860,34615.10872,0.049470304,正弦波
25,125860,60739.63926,0.062449428,正弦波
25,125860,108135.2586,0.079200384,正弦波
25,125850,182863.1338,0.099757509,正弦波
25,125860,298847.0769,0.123402255,正弦波
25,125860,510142.7388,0.158115531,正弦波
25,158510,7814.301848,0.024824795,正弦波
25,158500,14147.79122,0.031011076,正弦波
25,158500,25500.82287,0.039087333,正弦波
25,158500,46047.85822,0.049428226,正弦波
25,158500,83036.33958,0.062467448,正弦波
25,158500,421562.2166,0.12567476,正弦波
25,158500,689469.0142,0.15418324,正弦波
25,199510,1221.473797,0.011145216,正弦波
25,199500,1636.194271,0.012334035,正弦波
25,199500,2972.970972,0.015426264,正弦波
25,199500,5653.062336,0.019678235,正弦波
25,199500,10372.67816,0.024681545,正弦波
25,199500,19212.68477,0.031017084,正弦波
25,199500,34140.4936,0.038950403,正弦波
25,199500,64175.38504,0.049616473,正弦波
25,199500,345311.0847,0.099194657,正弦波
25,251170,1977.066045,0.011457936,正弦波
25,251170,4331.553225,0.015591671,正弦波
25,251170,7821.142806,0.01955859,正弦波
25,251170,14443.52385,0.024521895,正弦波
25,251170,26883.66111,0.030974735,正弦波
25,251170,91318.66675,0.049385304,正弦波
25,251170,159206.3486,0.061791916,正弦波
25,251170,492122.4794,0.098634276,正弦波
25,316230,3198.557742,0.011731411,正弦波
25,316230,3675.907367,0.012455102,正弦波
25,316230,6318.207936,0.015484211,正弦波
25,316230,11527.1385,0.019518243,正弦波
25,316230,21014.88262,0.024534356,正弦波
25,316230,72878.8969,0.039231367,正弦波
25,316230,233091.8182,0.061823779,正弦波
25,398100,5315.359378,0.0119275,正弦波
25,398100,5754.900881,0.012374304,正弦波
25,398100,17800.25563,0.019500427,正弦波
25,398100,33052.48256,0.024772667,正弦波
25,398100,60462.25859,0.031052692,正弦波
25,398100,106053.1424,0.038736762,正弦波
25,398100,193505.2585,0.049132743,正弦波
25,501180,8925.506713,0.012000749,正弦波
25,501180,9498.934254,0.01234847,正弦波
25,50020,4489.278556,0.031766711,正弦波
25,50020,14225.89534,0.05097258,正弦波
25,50020,23960.76706,0.06378489,正弦波
25,50020,42287.30491,0.081206674,正弦波
25,50020,69399.3494,0.100577926,正弦波
25,50020,113861.205,0.125602684,正弦波
25,50020,187112.0115,0.156793478,正弦波
25,50020,313328.3747,0.197123256,正弦波
25,63020,1784.802763,0.01988068,正弦波
25,63020,3174.476566,0.024869381,正弦波
25,63020,5903.249669,0.031861705,正弦波
25,63020,10628.82279,0.039924644,正弦波
25,63020,18411.26536,0.050267964,正弦波
25,63020,31365.06039,0.063623438,正弦波
25,63020,52958.08673,0.079268086,正弦波
25,63020,89675.31007,0.099887509,正弦波
25,63020,148717.3216,0.125056959,正弦波
25,63020,404632.9457,0.195737268,正弦波
25,79460,2167.701999,0.019710789,正弦波
25,79460,4048.121968,0.025030114,正弦波
25,79470,13351.22387,0.039715249,正弦波
25,79470,67744.66643,0.078850442,正弦波
25,79460,115834.5496,0.099536276,正弦波
25,79460,326429.9909,0.157332758,正弦波
25,99950,1442.561093,0.015611028,正弦波
25,99950,9365.014008,0.031292538,正弦波
25,99950,17397.16836,0.039923066,正弦波
25,99950,29823.04484,0.049739243,正弦波
25,99950,51340.0911,0.062764232,正弦波
25,99950,88695.30174,0.078942695,正弦波
25,99950,258478.7994,0.124995578,正弦波
25,99950,712142.0398,0.196120986,正弦波
25,125850,1258.578548,0.013351076,正弦波
25,125850,1944.41501,0.015703359,正弦波
25,125860,3655.386207,0.019687234,正弦波
25,125850,6655.868271,0.024816964,正弦波
25,125850,12365.81835,0.03144335,正弦波
25,125850,22020.3254,0.039478528,正弦波
25,125860,38465.55548,0.049459744,正弦波
25,125860,66975.05104,0.062448406,正弦波
25,125850,577574.4872,0.15635285,正弦波
25,125860,937794.3555,0.19266135,正弦波
25,158500,1857.177823,0.014002294,正弦波
25,158500,2583.209469,0.015618658,正弦波
25,158500,4789.970208,0.019593976,正弦波
25,158500,51937.15111,0.049539499,正弦波
25,158500,268566.9736,0.097615619,正弦波
25,158500,465018.4764,0.123708943,正弦波
25,158500,795462.7058,0.155547303,正弦波
25,199500,1478.325272,0.011468156,正弦波
25,199500,1898.912973,0.012404866,正弦波
25,199500,3471.755955,0.01550539,正弦波
25,199500,6709.170126,0.019846565,正弦波
25,199500,11779.11668,0.02468923,正弦波
25,199500,39334.13264,0.03927947,正弦波
25,199500,72223.25226,0.049801978,正弦波
25,199500,128790.1426,0.06268643,正弦波
25,199500,378620.2316,0.098162181,正弦波
25,251170,2343.129959,0.011724361,正弦波
25,251170,2662.792033,0.01232926,正弦波
25,251170,4998.722253,0.015653271,正弦波
25,251170,9130.546049,0.0196888,正弦波
25,251170,16285.80512,0.024691451,正弦波
25,251170,55748.87774,0.039448104,正弦波
25,251170,174251.2494,0.0616878,正弦波
25,251170,312819.8337,0.078276411,正弦波
25,251170,539390.7147,0.097745298,正弦波
25,316230,3673.220396,0.011947518,正弦波
25,316230,7237.149653,0.015618607,正弦波
25,316230,12970.68587,0.019602986,正弦波
25,316230,44271.97874,0.031412099,正弦波
25,316230,81518.37346,0.039307825,正弦波
25,316230,142546.6828,0.048885603,正弦波
25,316230,254241.267,0.061911995,正弦波
25,316230,452124.3216,0.077747382,正弦波
25,398100,5770.167265,0.012113645,正弦波
25,398100,19447.50104,0.01957522,正弦波
25,398100,35904.32258,0.024888457,正弦波
25,398100,66832.22267,0.031249573,正弦波
25,398100,117493.8682,0.038867115,正弦波
25,501180,9667.934645,0.012323591,正弦波
25,501180,17295.43033,0.015569421,正弦波
25,501180,31267.03859,0.019705226,正弦波
25,501180,99484.50108,0.030768128,正弦波
25,501180,182367.7917,0.038957829,正弦波
25,501180,332469.2401,0.049117091,正弦波
50,50030,1305.206231,0.025028623,正弦波
50,50020,2268.043482,0.03121293,正弦波
50,50020,4215.23253,0.03996434,正弦波
50,50020,7734.159637,0.050215233,正弦波
50,50020,13150.23654,0.06276463,正弦波
50,50030,24129.01578,0.079838738,正弦波
50,50020,41759.11661,0.099093417,正弦波
50,50020,72501.46867,0.123837604,正弦波
50,50020,224083.1894,0.19645451,正弦波
50,63020,982.8429755,0.019591037,正弦波
50,63020,1760.065048,0.024734717,正弦波
50,63020,5811.434041,0.039406952,正弦波
50,63020,17959.11461,0.063008698,正弦波
50,63020,54876.29217,0.098674398,正弦波
50,63020,96089.84758,0.123661995,正弦波
50,63020,172431.947,0.156793811,正弦波
50,63030,294850.4057,0.195360633,正弦波
50,63020,461532.5306,0.234034734,正弦波
50,79470,1206.968686,0.019567252,正弦波
50,79470,2253.817717,0.024842082,正弦波
50,79460,7354.491186,0.039269461,正弦波
50,79460,13492.33133,0.049942913,正弦波
50,79460,72069.92697,0.098488217,正弦波
50,79470,129814.4007,0.124473517,正弦波
50,79470,229455.2619,0.156391282,正弦波
50,79460,369808.4574,0.189891829,正弦波
50,79460,673406.1725,0.241769376,正弦波
50,99950,880.4286097,0.015884573,正弦波
50,99950,1567.91073,0.019728145,正弦波
50,99950,9630.779543,0.039411452,正弦波
50,99950,16983.32344,0.049336488,正弦波
50,99950,53194.04958,0.078056559,正弦波
50,99950,97298.04953,0.098800033,正弦波
50,99950,174148.3865,0.123865241,正弦波
50,99950,527541.5376,0.193469852,正弦波
50,99950,900477.9728,0.238303908,正弦波
50,125860,859.5576205,0.014115423,正弦波
50,125860,1107.708982,0.015612297,正弦波
50,125850,3856.509172,0.024670027,正弦波
50,125860,12569.5516,0.039170178,正弦波
50,125860,22382.66894,0.049046259,正弦波
50,125860,73688.34768,0.078571927,正弦波
50,125860,227828.9826,0.121523587,正弦波
50,125860,409837.095,0.153616799,正弦波
50,158510,1580.362693,0.015546279,正弦波
50,158500,5332.325056,0.024803571,正弦波
50,158500,9473.474817,0.031071479,正弦波
50,158500,17206.62896,0.039162481,正弦波
50,158510,31436.37503,0.049377836,正弦波
50,158510,57996.57514,0.062463676,正弦波
50,158500,180290.8946,0.096809327,正弦波
50,158510,328451.8252,0.122539612,正弦波
50,158500,585788.0545,0.153563744,正弦波
50,199500,1054.573559,0.01180788,正弦波
50,199500,7551.828037,0.024738048,正弦波
50,199500,45489.92992,0.049444472,正弦波
50,199500,143750.0543,0.076754035,正弦波
50,199500,266425.1345,0.097616918,正弦波
50,251170,1769.084759,0.011981475,正弦波
50,251170,1931.482631,0.012385829,正弦波
50,251170,3527.59038,0.015639479,正弦波
50,251170,6295.156658,0.019626017,正弦波
50,251170,20340.26167,0.031108022,正弦波
50,251170,37660.15403,0.039351826,正弦波
50,251170,70646.42117,0.049518417,正弦波
50,251170,121539.6471,0.061130456,正弦波
50,251170,219437.4831,0.077395888,正弦波
50,316230,3035.754457,0.012140239,正弦波
50,316230,3214.028677,0.01240986,正弦波
50,316230,17900.93222,0.024600333,正弦波
50,316230,32849.85884,0.031307399,正弦波
50,316230,104848.1338,0.048652241,正弦波
50,316230,190174.1841,0.061457369,正弦波
50,398100,5552.570801,0.012253625,正弦波
50,398100,5723.262088,0.012398835,正弦波
50,398100,9809.970521,0.015522999,正弦波
50,398100,17356.94475,0.01960318,正弦波
50,398100,30941.04468,0.024807624,正弦波
50,398100,93263.93331,0.03842962,正弦波
50,398100,170591.0804,0.048864802,正弦波
50,501180,31995.3048,0.01977231,正弦波
50,501180,55521.09457,0.024750326,正弦波
50,501180,91229.25564,0.030546552,正弦波
50,501180,287212.4657,0.04893739,正弦波
70,50020,784.0031898,0.024692737,正弦波
70,50020,1403.294497,0.031016388,正弦波
70,50020,2565.064693,0.039396968,正弦波
70,50030,4718.043796,0.049411192,正弦波
70,50020,16427.58633,0.080013392,正弦波
70,50020,28911.73501,0.098270946,正弦波
70,50020,185160.2785,0.195008406,正弦波
70,63020,1991.398599,0.031261336,正弦波
70,63020,6501.654512,0.049202132,正弦波
70,63020,11920.57314,0.062381143,正弦波
70,63020,21001.64038,0.078034849,正弦波
70,63030,39544.74896,0.098494177,正弦波
70,63020,73577.09264,0.123705249,正弦波
70,63020,137072.9785,0.155318336,正弦波
70,63030,415314.0608,0.236993637,正弦波
70,79460,744.5848041,0.019448851,正弦波
70,79470,1402.021194,0.024815303,正弦波
70,79460,2568.251617,0.031129835,正弦波
70,79460,4584.237545,0.038997857,正弦波
70,79470,8493.362726,0.049493772,正弦波
70,79460,15310.81148,0.062102775,正弦波
70,79470,27773.41548,0.078179316,正弦波
70,79460,52006.56648,0.098094152,正弦波
70,79460,322380.2729,0.190850681,正弦波
70,79460,594517.3749,0.241242169,正弦波
70,99950,988.1051298,0.019632899,正弦波
70,99950,6265.807227,0.039503383,正弦波
70,99950,37009.10175,0.07780903,正弦波
70,99950,455074.1043,0.192813106,正弦波
70,125860,1395.217941,0.01957582,正弦波
70,125860,2533.636206,0.024625506,正弦波
70,125850,15132.4619,0.049236668,正弦波
70,125860,28076.26147,0.061820483,正弦波
70,125860,53304.8932,0.078693071,正弦波
70,125860,102169.7483,0.098602329,正弦波
70,125860,641976.55,0.192446991,正弦波
70,158500,929.2417497,0.014776258,正弦波
70,158510,2032.10392,0.019566459,正弦波
70,158500,3769.966885,0.024821067,正弦波
70,158510,6548.193141,0.03108465,正弦波
70,158500,11888.74009,0.039036902,正弦波
70,158500,22094.61703,0.04921406,正弦波
70,158500,41670.43713,0.06225111,正弦波
70,158500,79292.51269,0.078310806,正弦波
70,158500,265896.8283,0.121945772,正弦波
70,199500,1776.567543,0.0155328,正弦波
70,199500,5735.579023,0.024703463,正弦波
70,199500,18440.69046,0.03899985,正弦波
70,199500,34619.22012,0.049551708,正弦波
70,199500,114368.6262,0.076916213,正弦波
70,199500,215608.563,0.097335547,正弦波
70,251170,1711.681229,0.012096488,正弦波
70,251170,3225.652398,0.01567379,正弦波
70,251170,5497.116295,0.019549111,正弦波
70,251170,9722.525401,0.024632531,正弦波
70,251170,58068.91734,0.049469959,正弦波
70,251170,99119.12615,0.060878389,正弦波
70,251170,182953.3941,0.077462523,正弦波
70,316230,3478.465168,0.012437654,正弦波
70,316230,17526.46755,0.024747178,正弦波
70,316230,30660.68314,0.03127161,正弦波
70,316230,164415.9659,0.061210046,正弦波
70,398100,6501.810936,0.012314715,正弦波
70,398100,6644.172297,0.012404768,正弦波
70,398100,10936.22489,0.015551877,正弦波
70,398100,18486.8543,0.01960596,正弦波
70,398100,54604.13031,0.031107728,正弦波
70,398100,154950.0601,0.048516733,正弦波
70,398100,279383.5185,0.061491198,正弦波
70,501180,12014.29765,0.012313324,正弦波
70,501180,12087.46813,0.012327918,正弦波
70,501180,90672.23447,0.030579583,正弦波
70,501180,155063.8152,0.038826167,正弦波
70,501180,269229.5408,0.048851135,正弦波
90,50020,1043.637673,0.030822896,正弦波
90,50030,1945.61036,0.039379725,正弦波
90,50020,6515.52063,0.061365673,正弦波
90,50020,13594.39054,0.078687464,正弦波
90,50030,26760.72784,0.098435121,正弦波
90,50020,104926.0669,0.156623833,正弦波
90,50020,195739.9623,0.196446188,正弦波
90,50020,338501.7941,0.242838758,正弦波
90,63020,1526.09154,0.031180109,正弦波
90,63020,2841.983653,0.03916237,正弦波
90,63020,5196.428002,0.048970669,正弦波
90,63020,9728.783665,0.062305731,正弦波
90,63020,18455.0332,0.077853026,正弦波
90,63020,36180.71707,0.097486992,正弦波
90,63020,71999.11501,0.122842064,正弦波
90,63020,142972.2227,0.155674342,正弦波
90,63020,266005.8152,0.19529258,正弦波
90,63020,441472.0833,0.237495702,正弦波
90,79460,1065.228298,0.024708851,正弦波
90,79460,1976.306114,0.031001227,正弦波
90,79460,3652.433572,0.039008877,正弦波
90,79460,6882.759626,0.049464023,正弦波
90,79460,12269.30909,0.061804287,正弦波
90,79460,48290.88417,0.097494238,正弦波
90,79460,99410.27789,0.123915381,正弦波
90,79460,337703.0625,0.190814539,正弦波
90,79460,620204.1234,0.241171223,正弦波
90,99950,1510.065474,0.024625461,正弦波
90,99950,2586.801667,0.030937715,正弦波
90,99950,4900.209289,0.039224711,正弦波
90,99950,8869.787961,0.049061975,正弦波
90,99950,16517.86639,0.06155945,正弦波
90,99950,32507.59165,0.077389474,正弦波
90,99950,67142.36751,0.097932903,正弦波
90,99950,480130.0939,0.193318097,正弦波
90,99950,841296.1892,0.23870604,正弦波
90,125850,1147.142865,0.019433176,正弦波
90,125850,3765.247158,0.031200782,正弦波
90,125850,6625.034175,0.038904007,正弦波
90,125860,12524.37586,0.048899703,正弦波
90,125860,97095.60255,0.098085198,正弦波
90,125860,177419.947,0.120362488,正弦波
90,125860,673177.0521,0.192575183,正弦波
90,158500,820.2093934,0.014673454,正弦波
90,158510,1011.083061,0.015541579,正弦波
90,158500,19124.82007,0.048966275,正弦波
90,158510,36595.98888,0.062185162,正弦波
90,158500,73961.49279,0.078104267,正弦波
90,158500,265208.8677,0.121596634,正弦波
90,158500,513553.3304,0.152944552,正弦波
90,199500,1010.039417,0.01233487,正弦波
90,199500,3176.929454,0.019687021,正弦波
90,199500,5490.044671,0.024741215,正弦波
90,199500,17159.13995,0.039042971,正弦波
90,199500,31892.40049,0.049396444,正弦波
90,199500,108606.099,0.076563946,正弦波
90,199500,210530.3361,0.096950452,正弦波
90,199510,406352.3509,0.122113215,正弦波
90,251170,1873.574273,0.01201891,正弦波
90,251170,9818.234535,0.024561562,正弦波
90,251170,16938.39169,0.030978255,正弦波
90,251170,56320.19458,0.049390681,正弦波
90,316230,3713.130262,0.012146578,正弦波
90,316230,3913.622474,0.01242849,正弦波
90,316230,10690.72478,0.019546003,正弦波
90,316230,17965.09256,0.024615386,正弦波
90,316230,54748.23797,0.039228434,正弦波
90,316230,90170.06619,0.048274148,正弦波
90,316230,164554.557,0.061454925,正弦波
90,316230,294870.5418,0.077114501,正弦波
90,398100,6972.031059,0.012240786,正弦波
90,398100,32530.73438,0.024838748,正弦波
90,398100,55323.33712,0.031212573,正弦波
90,398100,89901.07573,0.038558403,正弦波
90,398100,155385.2063,0.048656486,正弦波
90,501180,12726.87081,0.01233099,正弦波
90,501180,20806.09223,0.015579831,正弦波
90,501180,57320.48192,0.024705233,正弦波
90,501180,154770.4739,0.038798107,正弦波
90,501180,265558.0355,0.04875052,正弦波
90,158510,36665.88,0.06219,正弦波
50,99950,53264.04,0.07806,正弦波
50,50020,41867.48,0.09909,正弦波
50,199500,2232.8,0.0155,正弦波
50,158510,1263.85,0.01455,正弦波
50,79460,23292.65,0.06227,正弦波
50,125860,12588.29,0.03917,正弦波
70,99950,10924.68,0.04914,正弦波
50,158500,17227.74,0.03916,正弦波
25,125860,3659.06,0.01969,正弦波
90,63020,442289.03,0.2375,正弦波
70,398100,6654.44,0.0124,正弦波
70,501180,90820.46,0.03058,正弦波
90,398100,90033.44,0.03856,正弦波
70,79470,1403.04,0.02482,正弦波
50,158510,58101.89,0.06246,正弦波
90,63020,832.52,0.02455,正弦波
50,316230,60773.47,0.03928,正弦波
70,63020,11952.08,0.06238,正弦波
70,79460,322925.53,0.19085,正弦波
50,63020,3183.85,0.03137,正弦波
50,79460,370463.57,0.18989,正弦波
50,316230,32890.84,0.03131,正弦波
25,501180,9387.41,0.01218,正弦波
25,79460,519662.57,0.19376,正弦波
90,251170,95297.34,0.06051,正弦波
25,199500,3476.17,0.01551,正弦波
25,79470,13379.54,0.03972,正弦波
25,251170,313407.91,0.07828,正弦波
50,158500,180591.31,0.09681,正弦波
90,63020,2848.64,0.03916,正弦波
70,316230,297265.0,0.07722,正弦波
50,99950,16999.87,0.04934,正弦波
90,316230,164815.13,0.06145,正弦波
70,251170,3229.41,0.01567,正弦波
50,50020,2274.03,0.03121,正弦波
70,158510,2032.53,0.01957,正弦波
90,398100,155607.81,0.04866,正弦波
50,63020,5826.65,0.03941,正弦波
70,199500,65913.16,0.0621,正弦波
90,99950,244299.76,0.15116,正弦波
90,199500,31974.17,0.0494,正弦波
50,199500,45568.02,0.04944,正弦波
50,63020,55013.82,0.09867,正弦波
50,316230,104999.24,0.04865,正弦波
25,79460,198468.79,0.12604,正弦波
25,501180,182634.4,0.03896,正弦波
50,63020,462295.98,0.23403,正弦波
50,398100,9824.87,0.01552,正弦波
50,125860,2119.41,0.0196,正弦波
50,158500,586720.77,0.15356,正弦波
25,99950,88876.53,0.07894,正弦波
90,398100,6984.69,0.01224,正弦波
50,125860,1107.47,0.01561,正弦波
25,63020,3179.22,0.02487,正弦波
90,501180,155032.76,0.0388,正弦波
90,316230,54832.19,0.03923,正弦波
90,251170,2015.4,0.01241,正弦波
50,158500,105873.94,0.07854,正弦波
70,50020,16456.07,0.08001,正弦波
25,251170,55823.68,0.03945,正弦波
25,50020,4492.75,0.03177,正弦波
90,50030,3626.91,0.04901,正弦波
70,199500,34665.22,0.04955,正弦波
50,79460,72223.04,0.09849,正弦波
70,158500,11904.69,0.03904,正弦波
90,158500,134193.39,0.09594,正弦波
70,50030,4725.54,0.04941,正弦波
90,79460,48378.95,0.09749,正弦波
50,99950,97416.2,0.0988,正弦波
25,99950,51443.69,0.06276,正弦波
70,50020,2569.43,0.0394,正弦波
50,398100,30982.67,0.02481,正弦波
50,398100,55434.62,0.03114,正弦波
50,251170,70805.95,0.04952,正弦波
25,99950,154338.53,0.09997,正弦波
90,63020,9718.49,0.06231,正弦波
90,125860,674743.06,0.19258,正弦波
90,125860,177742.04,0.12036,正弦波
50,316230,5685.88,0.01561,正弦波
25,63020,53037.04,0.07927,正弦波
25,50020,187551.62,0.15679,正弦波
50,501180,32051.75,0.01977,正弦波
25,50020,69556.79,0.10058,正弦波
50,501180,18192.57,0.01555,正弦波
25,158500,2590.6,0.01562,正弦波
70,251170,1714.01,0.0121,正弦波
25,125860,334330.65,0.12281,正弦波
70,501180,155315.61,0.03883,正弦波
